		"10440.813477 4703.826172 -444.848724 1600.0"		"x"
		"11254.950195 4749.625977 -456.436249 1600.0"		"x"
		"11405.711914 4275.364258 -372.977997 350.0"		"x"
		"11579.083008 4654.234863 -411.494293 250.0"		"x"
		"11954.306641 4737.773926 -401.979919 1600.0"		"x"
		"11941.120117 4257.642578 -394.044739 350.0"		"x"
		"12481.450195 4954.168945 -480.736237 1600.0"		"x"
		"12134.982422 3903.045898 -449.086243 500.0"		"x"
		"12583.162109 3750.154297 -480.968750 1600.0"		"x"
		"12822.919922 3073.804199 -501.968750 1600.0"		"x"
		"12168.508789 1836.970581 -444.676239 500.0"		"x"
		"11914.673828 1279.228760 -501.968750 500.0"		"x"
		"8189.879395 2593.061035 -358.472565 1600.0"		"x"
		"7738.700195 2417.451660 -350.546722 1600.0"		"x"
		"7652.314941 2563.072021 -227.190948 1600.0"		"x"
		"7763.441895 1572.497925 -352.848419 1600.0"		"x"
		"7740.098145 2247.067139 -470.557800 1600.0"		"x"
		"7170.735352 2731.453125 -441.298004 1600.0"		"x"
		"7386.590820 2952.538086 -445.156219 500.0"		"x"
		"7825.930176 3034.100342 -342.923553 500.0"		"x"
		"6987.691895 3290.356934 -362.729126 1600.0"		"x"
		"6985.341797 3914.488037 -377.394287 1600.0"		"x"
		"10709.633789 4264.565918 -405.982880 1600.0"		"x"
		"9563.207031 472.593323 -447.656250 1600.0"		"x"
		"8911.981445 599.698792 -469.560364 1600.0"		"x"
		"8385.383789 485.156738 -469.968750 1600.0"		"x"
		"7297.062012 1939.698853 64.751259 1600.0"		"x"
		"10924.161133 2324.346436 -189.336243 500.0"		"x"
		"11500.179688 4385.521484 -447.789215 350.0"		"x"
		"12170.903320 4290.527832 -66.718750 500.0"		"x"
		"11659.706055 4274.141602 -56.736252 500.0"		"x"
		"11095.006836 4291.632813 -57.156250 500.0"		"x"
		"12455.074219 750.293457 157.340103 500.0"		"x"
		"12337.919922 4298.403320 -209.069901 350.0"		"x"
		"12304.009766 4191.970215 -201.839996 350.0"		"x"
		"12305.429688 4405.240234 -333.540009 350.0"		"x"
		"12285.730469 4570.160156 -446.220001 1600.0"		"x"
		"11876.290039 5353.290039 -482.220001 1600.0"		"x"
		"10962.990234 4173.990234 -62.220001 500.0"		"x"
		"10783.440430 4173.970215 -62.220001 1600.0"		"x"
		"10158.370117 4173.970215 -62.220001 1600.0"		"x"
		"9286.900391 3668.449951 -62.220001 1600.0"		"x"
		"9323.990234 4019.270020 -62.220001 1600.0"		"x"
		"9239.780273 3281.840088 -62.220001 1600.0"		"x"
		"9311.200195 3157.060059 -62.220001 1600.0"		"x"
		"7612.029785 1320.550049 -403.250000 1600.0"		"x"
		"12744.493164 1610.335815 135.352386 2000.0"		"x"
		"12902.017578 4133.919922 313.489594 1000.0"		"x"
		"11357.791992 4152.761719 -501.968750 500.0"		"x"
		"10944.442383 4068.947754 -191.736252 500.0"		"x"
	}
}
